BFW, SUMMAN,Bahrain Defence Force,Bahrain
BGH, BALKAN HOLIDAYS,BH Air,Bulgaria
BGI, BRITISH GULF,British Gulf International,São Tomé and Príncipe
BGK, GULF INTER,British Gulf International-Fez,Kyrgyzstan
BGL, BENIN GOLF,Benin Golf Air,Benin
BGM, BUGAVIA,Bugulma Air Enterprise,U
BGR, BUDGET AIR,Budget Air Bangladesh,Bangladesh
BGT, BERGEN AIR,Bergen Air Transport,Norway
BHA, BUDDHA AIR,Buddha Air,Nepal
BHI, SHARIF,Balkh Airlines,Afghanistan
BHL, BRISTOW,Bristow Helicopters,EG
BHN, BRISTOW HELICOPTERS,Bristow Helicopters Nigeria,Nigeria
BHO, BHOJA,Bhoja Airlines,Pakistan
BHP, BELAIR,Belair Airlines,Switzerland
BHR, BIGHORN AIR,Bighorn Airways,K
BHS, BAHAMAS,Bahamasair,Bahamas
BHT, BRIGHTAIR,Bright Air,EH
BHY, BOSPHORUS,Bosphorus European Airways,Turkey
BID, BINAIR,Binair,ED
BIG, BIG ISLE,Big Island Air,K
BIH, BRINTEL,British International Helicopters,EG
BIL, BILAIR,Billund Air Center,Denmark
BIN, BISON-AIR,Boise Interagency Fire Center,K
BIO, BIOFLIGHT,Bioflight A/S,Denmark
BIR, BIRD AIR,Bird Leasing,K
BIZ, BIZZ,Bizjet Ltd,EG
BJA, BAJA AIR,Baja Air,Mexico
BJC, BALTIC JET,Baltic Jet Aircompany,Latvia
BJS, SOLUTION,Business Jet Solutions,K
BKA, BANKAIR,Bankair,K
BKF, BAKERFLIGHT,BF-Lento OY,Finland
BKK, BLINKAIR,Blink,EG
BKJ, BARKEN JET,Barken International,K
BKP, BANGKOK AIR,Bangkok Airways,Thailand
BKV, BUKOVYNA,Bukovyna,UK
BLB, BLUEBIRD SUDAN,Blue Bird Aviation,Sudan
BLC, BELLESAVIA,Bellesavia,Belarus
BLE, BLUE BERRY,Blue Line,LF
BLF, BLUEFIN,Blue1,Finland
BLG, BELGAVIA,Belgavia,Belgium
BLH, BLUE HORIZON,Blue Horizon Travel Club,K
BLJ, BLUEWAY,Blue Jet,Spain
BLL, BALTIC AIRLINES,Baltic Airlines,U
BLN, BIAR,Bali International Air Service,Indonesia
BLS, BEARSKIN,Bearskin Lake Air Service,C
BLT, BALTAIR,Baltic Aviation,K
BLV, BELLVIEW AIRLINES,Bellview Airlines,Nigeria
BMA, MIDLAND,BMI,EG
BMR, MIDLAND,BMI Regional,EG
BMD, BRITISH MEDICAL,British Medical Charter,EG
BME, BRIGGS,Briggs Marine Environmental Services,EG
BMH, MASAYU,Bristow Masayu Helicopters,Indonesia
BMI, BABY,Bmibaby,EG
BMJ, BEMIDJI,Bemidji Airlines,K
BML, BISMILLAH,Bismillah Airlines,Bangladesh
BMN, BOWMAN,Bowman Aviation,K
BMW, BMW-FLIGHT,BMW,ED
BMX, BANXICO,Banco de Mexico,Mexico
BND, BOND,Bond Offshore Helicopters,EG
BNE, BENINA AIR,Benina Air,Libya
BNG, VECTIS,BN Group Limited,EG
BNJ, JET BELGIUM,Air Service Liège (ASL),Belgium
BNL, NILE TRADING,Blue Nile Ethiopia Trading,Ethiopia
BNR, BONAIR,Bonair Aviation,C
BNS, BANCSTAR,Bancstar - Valley National Corporation,K
BNT, BENTIU AIR,Bentiu Air Transport,Sudan
BNV, BENANE,Benane Aviation Corporation,Mauritania
BNW, BRITISH NORTH,British North West Airlines,EG
BOA, KUMANOVO,Boniair,Macedonia
BOD, UGABOND,Bond Air Services,Uganda
BOE, BOEING,Boeing,K
BOF, BORDAIR,Bordaire,C
BOO, BOOKAJET,Bookajet Limited,EG
BOU, BOURAQ,Bouraq Indonesia Airlines,Indonesia
BPA, BLUE PANOROMA,Blue Panorama Airlines,Italy
BPK, VENERA,Berkhut ZK,Kazakhstan
BPO, PIROL,Bundespolizei-Fliegertruppe,ED
BPS, BASE,Budapest Aircraft Services/Manx2,Hungary
BPT, BONUS,Bonus Aviation,EG
BPX, ,British Petroleum Exploration,Colombia
BRB, BRA-TRANSPAEREOS,BRA-Transportes Aéreos,Brazil
BRD, BROCK AIR,Brock Air Services,C
BRE, AVIABREEZE,Breeze Ltd,UK
BRG, BERING AIR,Bering Air,K
BRK, BRIANSK-AVIA,Briansk State Air Enterprise,U
BRN, BRANSON,Branson Airlines,K
BRO, COASTRIDER,BASE Regional Airlines,EH
BRS, BRAZILIAN AIR FORCE,Brazilian Air Force,Brazil
BRT, BRITISH,British Regional Airlines,EG
BRU, BELARUS AVIA,Belavia Belarusian Airlines,Belarus
BRV, BRAVO,Bravo Air Congo,Democratic Republic of the Congo
BRW, BRIGHT SERVICES,Bright Aviation Services,Bulgaria
BNF, Braniff,Braniff International Airways,K
BRX, BUFF EXPRESS,Buffalo Express Airlines,K
BRY, BURAIR,Burundayavia,Kazakhstan
BSC, BIG SHOT,Bistair - Fez,Kyrgyzstan
BSD, AIRLINES STAR,Blue Star Airlines,Mexico
BSI, BRASAIR,Brasair Transportes Aéreos,Brazil
BSJ, BLUE SWAN,Blue Swan Aviation,EG
BSM, ,Blue Sky Aviation,Lebanon
BSS, BISSAU AIRSYSTEM,Bissau Aero Transporte,Guinea-Bissau
BST, TUNCA,Best Air,Turkey
BSW, SKY BLUE,Blue Sky Airways,LK
BSY, BIG SKY,Big Sky Airlines,K
BTC, BASHKIRIAN,BAL Bashkirian Airlines,U
BTH, BALTIJAS HELICOPTERS,Baltijas Helicopters,Latvia
BTK, BALTYKA,Baltyka,UK
BTL, BALTIA,Baltia Air Lines,K
BTR, BOTIR-AVIA,Botir-Avia,Kyrgyzstan
GAA, BIZEX,Business Express,K
BTT, BEETEE-SLAVUTA,BT-Slavuta,UK
BTV, BATAVIA,Batavia Air,Indonesia
BTZ, BRISTOW,Bristow U.S. LLC,K
BUC, BULGARIAN CHARTER,Bulgarian Air Charter,Bulgaria
BUL, BLUE AIRLINES,Blue Airlines,Democratic Republic of the Congo
BUN, BURAL,Buryat Airlines Aircompany,U
BUZ, BUZZ,Buzz Stansted,EG
BVA, BUFFALO AIR,Buffalo Airways,K
BVC, BULGARIAN WINGS,Bulgarian Aeronautical Centre,Bulgaria
BVN, SHOW-ME,Baron Aviation Services,K
BVT, BERJAYA,Berjaya Air,Malaysia
BVU, ,Bellview Airlines Sierra Leone,Sierra Leone
BWG, BLUE WINGS,Blue Wings,ED
BWI, BLUE TAIL,Blue Wing Airlines,Suriname
BWL, BRITWORLD,British World Airlines,EG
BXA, BEXAIR,Bahrain Executive Air Services,Bahrain
BXH, PALLISER,Bar XH Air,C
BXI, XENIA,Brussels International Airlines,Belgium
BYA, BERRY,Berry Aviation,K
BYC, Bayon Air,Cambodia Bayon Airlines,Cambodia
BYF, BAY FLIGHT,San Carlos Flight Center,K
BYL, BYLINA,Bylina Joint-Stock Company,U
BYR, ,Berytos Airlines,Lebanon
BYE, BAYU,Bayu Indonesia Air,Indonesia
BZA, BERLIN BEAR,Bizair Fluggesellschaft,ED
BZH, BRITAIR,Brit Air,LF
BZZ, BUZZARD,Butane Buzzard Aviation Corporation,EG
AUJ, AUSTROJET,Business Flight Salzburg,Austria
CKM, COSMOS,BKS Air (Rivaflecha),Spain
CLF, CLIFTON,Bristol Flying Centre,EG
CLN, SEELINE,Barnes Olsen Aeroleasing,EG
CPJ, CORPJET,Baltimore Air Transport,K
CXS, CLIPPER CONNECTION,Boston-Maine Airways,K
BEL, BEE-LINE,Brussels Airlines,Belgium
EAH, EASTERN,Baltimore Airways,K
EBA, BOND AVIATION,Bond Aviation,Italy
EXB, BRAZILIAN ARMY,Brazilian Army Aviation,Brazil
EXP, EXPRESS AIR,Business Express Delivery,C
FOS, ,Bel Limited,U
HAW, THAI HAWK,Bangkok Aviation Center,Thailand
HAX, SCOOP,Benair,Norway
IBB, BINTER,Binter Canarias,Spain
IRJ, BONYAD AIR,Bonyad Airlines,Iran
IVR, RERUN,Burundaiavia,Kazakhstan
BLA, BLUE AIR,Blue Air,Romania
LAJ, BEE MED,British Mediterranean Airways,EG
LBY, ALBAN-BELLE,Belle Air,Albania
LED, SWEEPER,Blom Geomatics,Norway
LTL, LITTORAL,Benin Littoral Airways,Benin
LXJ, FLEXJET,Bombardier Business Jet Solutions,K
LZB, FLYING BULGARIA,Bulgaria Air,Bulgaria
MBR, BRAZILIAN NAVY,Brazilian Navy Aviation,Brazil
NKF, NORDFLIGHT,Barents AirLink,Sweden
NYB, BELGIAN NAVY,Belgian Navy,Belgium
OGJ, BAKO AIR,Bakoji Airlines Services,Nigeria
PEB, PALEMA,Benders Air,Sweden
PNT, PORTNET,Balmoral Central Contracts,South Africa
POI, BOJBAN,BGB Air,Kazakhstan
PPS, PIPESTONE,Butte Aviation,K
RHD, RED HEAD,Bond Air Services,EG
RLR, RATTLER,Business Airfreight,K
RPX, RAPEX,BAC Express Airlines,EG
RRS, BLACKBOX,Boscombe Down DERA (Formation),EG
SCJ, SCANJET,Business Jet Sweden,Sweden
SHT, SHUTTLE,British Airways Shuttle,EG
SKH, SKYNEWS,British Sky Broadcasting,EG
TXB, TEXTRON,Bell Helicopter Textron,C
UKA, UKAY,Buzzaway Limited,EG
VLX, AVOLAR,Biz Jet Charter,K
VOL, BLUE SPEED,Blue Chip Jet,Sweden
WFD, AVRO,BAE Systems,EG
WTN, TARNISH,BAE Systems,EG
XBO, ,Baseops International,K
XDA, ,Bureau Veritas,LF
XMS, SANTA,British Airways Santa,EG
ZBA, BOSKY,Boskovic Air Charters Limited,HK
BLM, BLUE ARMENIA,Blue Sky Airlines,Armenia
JMP, JUMP RUN,Businesswings,ED
CFE, FLYER,BA CityFlyer,EG
BOV, BOLIVIANA,Boliviana de Aviación,Bolivia
BRJ, BORA JET,Borajet,Turkey
BWA, CARIBBEAN AIRLINES,Caribbean Airlines,Trinidad and Tobago
QAI, CHICKPEA,Conquest Air,K
CNW, ,Continental Airways,Moldovoa
CRF, CROIX ROUGE,Croix Rouge Francais,LF
CBH, CLUB HOUSE,Corporate Eagle Management Services,K
CCT, CONNECT,Connect Air,C
CME, COMMERCE BANK,Commerce Bank,K
CAA, INSPECTOR,Civil Aviation Authority of the Czech Republic,LK
BKR, BOX KAR,Civil Air Patrol South Carolina Wing,K
BFN, ,Compagnie Nationale Naganagani,Burkino Faso
AWX, ALLWEATHER,Civil Aviation Authority Directorate of Airspace Policy,EG
BBN, BRABAZON,Civil Aviation Authority Airworthiness Division,EG
ATQ, COLIBRI,CHC Helicopters Nigeria,Nigeria
APL, AEREO PRINCIPAL,Corporativo Aereo Principal,Mexico
AIO, AIR CHIEF,Chief of Staff K Air Force,K
AID, CENTURY AIRBIRD,Christian Konig - Century Airbirds,Austria
PWD, Pawa Dominicana,Pawa Dominicana,Dominican Republic
SMW, SMART WINGS,Carpatair Flight Service,Romania
CCL, ANGKOR WAT,Cambodia Airlines,Cambodia
KME, GIANT IBIS,Cambodia Airways,Cambodia
CCB, DOLPHIN,Caricom Airways,Barbados
CYH, YUHAO,China Southern Airlines Henan,Z
CFB, FOREBASE,Chongqing Forebase General Aviation,Z
XCA, COLT,Colt Transportes Aereos,Brazil
GCY, HELIBIRD,CHC Global Operations International,EG
TIP, TRANSPAC,C and M Aviation,K
SRJ, SYRJET,C Air Jet Airlines,Syrian Arab Republic
ORO, CAPRI,C N Air,Spain
RWG, RED WING,C&M Airways,K
RMU, AIR-MAUR,C.S.P. Societe,Mauritania
CJZ, CALIBER JET,Caliber Jet,K
CRC, CAMAIRCO,Cameroon Airlines Corporation,Cameroon
AUN, COMMON SKY,Common Sky,Austria
CBI, CABI,Cabi,UK
CPI, AIRCAI,Compagnia Aeronautica Italiana,Italy
ICL, CAL,CAL Cargo Air Lines,LL
CMR, CAMEO,CAM Air Management,EG
CTZ, CATA,CATA Línea Aérea,Argentina
CCF, TOMCAT,CCF Manager Airline,ED
CED, CEDTA,CEDTA (Compañía Ecuatoriana De Transportes Aéreos),Ecuador
HBI, HELIBIRD,CHC Denmark,Denmark
HEM, HEMS,CHC Helicopter,Y
SCH, SCHREINER,CHC Airways,EH
HKS, HELIBUS,CHC Helikopter Service,Norway
VCI, CI-TOURS,CI-Tours,Ivory Coast
CKC, ,CKC Services,K
CMZ, CEE-EM STAIRS,CM Stair,Mauritania
CNT, KNET,Centre national d'études des télécommunications - C.N.E.T.,LF
OAP, COAPA,COAPA AIR,Mexico
PDR, SPEEDSTER,COMAV,Namibia
CRH, HELI-MEX,CRI Helicopters Mexico,Mexico
IRO, IRON AIR,CSA Air,K
CSE, OXFORD,CSE Aviation,EG
CTQ, CITYLINK,CTK Network Aviation,Ghana
CBR, CABAIR,Cabair College of Air Training,EG
CVE, KABEX,Cabo Verde Express,Cape Verde
CWD, AMBASSADOR,Caernarfon Airworld,EG
CXE, CAICOS,Caicos Express Airways,Turks and Caicos Islands
CCE, ,Cairo Air Transport Company,Egypt
CGC, CAL-GULF,Cal Gulf Aviation,São Tomé and Príncipe
REZ, CAL AIR,Cal-West Aviation,K
CSL, CALIFORNIA SHUTTLE,California Air Shuttle,K
CMV, CALIMA,Calima Aviación,Spain
CAV, CALM AIR,Calm Air,C
CAM, AIR CAMAI,Camai Air,K
KHV, ANGKOR AIR,Cambodia Angkor Air,Cambodia
UYC, CAM-AIR,Cameroon Airlines,Cameroon
HSO, HELIASTURIAS,Campania Helicopteros De Transporte,Spain
CJA, CANJET,CanJet,C
PIL, PINNACLE,Canada Jet Charters,C
CDN, CANADIAN,Canadian Airlines,C
CTG, CANADIAN COAST GUARD,Canadian Coast Guard,C
HIA, HAIDA,Canadian Eagle Aviation,C
CFC, CANFORCE,Canadian Forces,C
BZD, BLIZZARD,Canadian Global Air Ambulance,C
CDN, CANADIAN,Canadian Helicopters,C
TKR, TANKER,Canadian Interagency Forest Fire Centre,C
XNC, ,Canadian National Telecommunications,C
MPE, EMPRESS,Canadian North,C
CPC, EMPRESS,Canadian Pacific Airlines,C
CDR, CANADIAN REGIONAL,Canadian Regional Airlines,C
CWH, WARPLANE HERITAGE,Canadian Warplane Heritage Museum,C
CWA, CANADIAN WESTERN,Canadian Western Airlines,C
CWW, CANAIR,Canair,Z
CUI, CAN-AIR,Cancun Air,Mexico
KAP, CAIR,Cape Air,K
CTO, ,Cape Air Transport,Y
SEM, SEMO,Cape Central Airways,K
CMY, CAPE SMYTHE AIR,Cape Smythe Air,K
CPX, CAPAIR,Capital Air Service,K
CPD, CAPITAL DELTA,Capital Airlines,HK
NCP, CAPITAL SHUTTLE,Capital Airlines Limited,Nigeria
CCI, CAPPY,Capital Cargo International Airlines,K
CCQ, CAP CITY,Capital City Air Carriers,K
EGL, PRESTIGE,Capital Trading Aviation,EG
CEX, CAPITOL EXPRESS,Capitol Air Express,K
CWZ, CAPWINGS,Capitol Wings Airline,K
VAN, CAMEL,Caravan Air,Mauritania
CWN, CAMBRIAN,Cardiff Wales Flying Club,EG
FVA, AIR VIRGINIA,Cardinal/Air Virginia,K
GOL, CARGOLAAR,Cardolaar,Namibia
CDI, CARDS,Cards Air Services,Philippines
CFH, CARE FLIGHT,CareFlight,Y
CDM, CARGA AEREA,Carga Aérea Dominicana,Dominican Republic
EST, CARGAINTER,Carga Express Internacional,Mexico
GGC, LONG-HAUL,Cargo 360,K
MCX, MAURICARGO,Cargo Express,Mauritania
CRV, CARGOIV,Cargo Ivoire,Ivory Coast
CLM, CARGO LINK,Cargo Link (Caribbean),Barbados
CLA, FIREBIRD,Cargo Logic Air,EG
CTW, THIRD CARGO,Cargo Three,Panama
CRG, WHITE PELICAN,Cargoitalia,Italy
CJT, CARGOJET,Cargojet Airways,C
CLX, CARGOLUX,Cargolux,Luxembourg
ICV, CARGO MED,Cargolux Italia,Italy
CGM, HOTEL CHARLIE,Cargoman,Oman
DEL, RED TAIL,Carib Aviation,Antigua and Barbuda
BCB, WAVEBIRD,Carib Express,Barbados
PWD, CARIBAIR,CARIBAIR,Dominican Republic
DCC, CARICARGO,Caribbean Air Cargo,Barbados
CLT, CARIBBEAN,Caribbean Air Transport,EH
CLT, ,Club Aerocelta de Vuelo Con Motor,Spain
BWA, CARIBBEAN,Caribbean Airlines,Trinidad and Tobago
IQQ, CARIBJET,Caribbean Airways,Barbados
CSX, CHOICE AIR,Choice Airways,K
TLC, CARIB-X,Caribbean Express,K
GFI, CARIB STAR,Caribbean Star Airlines,Antigua and Barbuda
CRB, CARIBBEAN COMMUTER,Caricom Airways,Suriname
CRT, CARIBINTAIR,Caribintair,Haiti
CVG, CARILL,Carill Aviation,EG
KRP, CARPATAIR,Carpatair,Romania
CRR, CARRANZA,Carranza,Chile
ULS, ULSTER,Carroll Air Service,K
CMT, CASEMENT,Casement Aviation,K
CSO, CASAIR,Casino Airline,K
CSP, CASPER AIR,Casper Air Service,K
CPN, CASPIAN,Caspian Airlines,Iran
CSJ, CASTLE,Castle Aviation,K
CAZ, EUROCAT,Cat Aviation,Switzerland
CBT, CATALINA AIR,Catalina Flying Boats,K
TEX, CATEX,Catex,LF
HDA, DRAGON,Cathay Dragon,Hong Kong
CPA, CATHAY,Cathay Pacific,Hong Kong
CJR, CAVERTON AIR,Caverton Helicopters,Nigeria
CAY, CAYMAN,Cayman Airways,Cayman Islands
CEB, CEBU,Cebu Pacific,Philippines
CIL, CECIL,Cecil Aviation,EG
CEG, CEGA,Cega Aviation,EG
CEC, CELTAIR,Celtic Airways,EG
CWE, CELTIC,Celtic West,EG
CEV, CENTEV,Centre d'Essais en Vol,LF
CNL, WYO-AIR,Centennial Airlines,K
CNS, CHRONOS,Cobalt Air LLC,K
CVO, CENTERVOL,Center Vol,Spain
CTS, CENTER-SOUTH,Center-South,U
CET, CENTRAFRICAIN,Centrafrican Airlines,Central African Republic
CAX, CENTRAL EXPRESS,Central Air Express,Democratic Republic of the Congo
CTL, CENTRAL COMMUTER,Central Airlines,K
CNY, CENTRAL LEONE,Central Airways,Sierra Leone
ACN, AEROCENTRO,Central American Airlines,Nicaragua
YOG, YOGAN AIR,Central Aviation,K
DRN, DISCOS REYNOSA,Central De Discos De Reynosa,Mexico
CMA, EUROCENTRAL,Central European Airlines,LK
CHA, CHARTER CENTRAL,Central Flying Service,K
CEM, CENTRAL MONGOLIA,Central Mongolia Airways,ZM
GLR, GLACIER,Central Mountain Air,C
CQC, ,Central Queensland Aviation College,Y
CSI, SKYPORT,Central Skyport,K
CLW, CENTRALWINGS,Centralwings,Poland
DTV, DUTCH VALLEY,Centre Airlines,K
CGS, GEO CENTRE,Centre of Applied Geodynamica,U
CVC, AVIACENTRE,Centre-Avia,U
CCV, HELICORPORATIVO,Centro De Helicopteros Corporativos,Mexico
ACF, FORCAN,Centro de Formación Aeronáutica de Canarias,Spain
CWC, CHALLENGE CARGO,Centurion Air Cargo,K
URY, CENTURY AVIA,Century Aviation,Mexico
HAI, ,Century Aviation International,C
XAD, ,Certified Air Dispatch,K
CER, CETRACA,Cetraca Aviation Service,Democratic Republic of the Congo
IRU, CHABAHAR,Chabahar Airlines,Iran
CLG, CHALLAIR,Chalair Aviation,LF
CHK, CHALKS,Chalk's International Airlines,K
CLS, AIRISTO,Challenge Air Transport,ED
CHS, CHALLENGE AVIATION,Challenge Aviation,Y
OFF, CHALLENGE AIR,Challenge International Airlines,K
CHG, SKY CHALLENGER,Challenge Aero,UK
CPH, CHAMPAGNE,Champagne Airlines,LF
CCP, CHAMPION AIR,Champion Air,K
NCH, CHANCHANGI,Chanchangi Airlines,Nigeria
CGN, CHANGAN,Chang An Airlines,Z
CHN, CHANNEL,Channel Island Aviation,K
WML, MARLIN,Chantilly Air,K
CPL, CHAPARRAL,Chaparral Airlines,K
CSU, CHARI SERVICE,Chari Aviation Services,Chad
CAH, CHARLAN,Charlan Air Charter,South Africa
HMD, HAMMOND,Charlie Hammonds Flying Service,K
CGD, ,Charlotte Air National Guard,K
CHW, CHARTER WIEN,Charter Air,Austria
HRT, CHARTRIGHT,Chartright Air,C
CHQ, CHAUTAUQUA,Chautauqua Airlines,K
CBB, CHEBAIR,Cheboksary Airenterprise JSC,U
CHM, ,Chemech Aviation,Pakistan
CHZ, CHERL,Cherline,U
CMK, CHERAVIA,Chernomor-Avia,U
CBM, BLUE MAX,Cherokee Express,K
CCY, CHERRY,Cherry Air,K
CAB, CHESAPEAKE AIR,Chesapeake Air Service,K
CVR, CHEVRON,Chevron U.S.A,K
CYA, CHEYENNE AIR,Cheyenne Airways,K
CGO, WILD ONION,Chicago Air,K
WDY, WINDY CITY,Chicago Jet Group,K
RAT, RIVERRAT,Chief Rat Flight Services,South Africa
CCH, CHILCHOTA,Chilchota Taxi Aéreo,Mexico
DES, CHILCOTIN,Chilcotin Caribou Aviation,C
CAD, CHILLIWACKAIR,Chilliwack Aviation,C
ETN, CHIMNIR,Chim-Nir Aviation,LL
CAL, DYNASTY,China Airlines,Taiwan
CKK, CARGO KING,China Cargo Airlines,Z
CES, CHINA EASTERN,China Eastern Airlines,Z
HXA, CHINA EXPRESS,China Express Airlines,Z
CFA, FEILONG,China Flying Dragon Aviation,Z
CTH, TONGHANG,China General Aviation Corporation,Z
CAG, CHINA NATIONAL,China National Aviation Corporation,Z
CBF, CHINA NORTHERN,China Northern Airlines,Z
CNW, CHINA NORTHWEST,China Northwest Airlines,Z
CHC, CHINA HELICOPTER,China Ocean Helicopter Corporation,Z
CYZ, CHINA POST,China Postal Airlines,Z
CSN, CHINA SOUTHERN,China Southern Airlines,Z
CXN, CHINA SOUTHWEST,China Southwest Airlines,Z
CUA, LIANHANG,China United Airlines,Z
CXH, XINHUA,China Xinhua Airlines,Z
CYH, YUNNAN,China Yunnan Airlines,Z
CGU, CHINGUETTI,Chinguetti Airlines,Mauritania
CEP, CHIPOLA,Chipola Aviation,K
CPW, CHIPPEWA-AIR,Chippewa Air Commuter,K
CHF, CHITA,Chitaavia,U
CQN, CHONG QING,Chongqing Airlines,Z
CAS, CHRISTMAN,Christman Air System,K
OEC, CHRISTOPHORUS,Christophorus Flugrettungsverein,Austria
CHO, CHROME AIR,Chrome Air Services,K
CHU, CHURCHAIR,Church Aircraft,K
CIU, CIELOS,Cielos Airlines,Peru
CIM, CIMBER,Cimber Sterling,Denmark
CIN, CINNAMON,Cinnamon Air,Sri Lanka
RRU, HELICIRRUS,Cirrus,Chile
NTS, NITE STAR,Cirrus Air,K
RUS, CIRRUS AIR,Cirrus Airlines,ED
JTI, ,Cirrus Middle East,Lebanon
FIV, FIVE STAR,CitationAir,K
XCX, ,Citibank,K
HZX, ZHONGXIN,Citic General Aviation,Z
SDR, SWEDESTAR,City Airline,Sweden
CIX, CONNEXION,City Connexion Airlines,Burundi
XBG, ,City of Bangor,K
BCY, CITY-IRELAND,CityJet,Ireland
CAQ, AIR CHESTER,Cityair (Chester) Limited,EG
CII, CITYFLY,Cityfly,Italy
CFE, FLYER,CityFlyer Express,EG
CNB, CITYHUN,Cityline Hungary,Hungary
HSR, HOOSIER,Citylink Airlines,K
CIW, CIVFLIGHT,Civair Airways,South Africa
CAP, CAP,Civil Air Patrol,K
CAT, Mandarin,Civil Air Transport,Taiwan
CIA, CALIMERA,Civil Aviation Authority,Slovakia
CIV, CIVAIR,Civil Aviation Authority of New Zealand,New Zealand
CBA, CALIBRA,Civil Aviation Inspectorate of the Czech Republic,LK
FMC, CLAESSENS,Claessens International Limited,EG
CLK, CLARKAIR,Clark Aviation,K
CSF, CALEDONIAN,Clasair,EG
CLY, CLAY-LACY,Clay Lacy Aviation,K
CGK, CLICK AIR,Click Airways,Kyrgyzstan
CLZ, CLOUDLINE,Cloud 9 Air Charters,South Africa
CLD, CLOWES,Clowes Estates Limited,EG
SDJ, SPACEJET,Club 328,EG
ISG, CLUBAIR,Club Air,Italy
CST, COAST CENTER,Coast Air,Norway
TCL, TRANS COASTAL,Coastal Air Transport,K
CNG, SID-AIR,Coastal Airways,K
CSV, COASTAL TRAVEL,Coastal Travels,Tanzania
CHL, COHLMIA,Cohlmia Aviation,K
OLR, COLAEREOS,Colaéreos,Ecuador
CLE, COLEMILL,Colemill Enterprises,K
CJC, COLGAN,Colgan Air,K
CAE, HUMMINGBIRD,Colibri Aviation,C
CAT, ,Cologne Air Transport GmbH,ED
CCX, ,Colt International,K
WCO, COLUMBIA HELI,Columbia Helicopters,K
KLR, KAY-LER,Columbus Air Transport,K
GHP, GRASSHOPPER EX,Colvin Aviation,K
COM, COMAIR,Comair,K
CAW, COMMERCIAL,Comair,South Africa
GCM, GLOBECOM,Comair Flight Services,South Africa
CDE, COMEX,Comed Group,EG
CVV, COMERAVIA,Comeravia,Venezuela
CRS, COMERCIAL AEREA,Comercial Aérea,Mexico
CMG, SUNSPY,Comet Airlines,Nigeria
FYN, FLYNN,Comfort Air,ED
CMJ, COMFORT JET,Comfort Jet Services,Togo
CLA, COMLUX,Comlux Aviation,Switzerland
CMH, COMMODORE,Commair Aviation,EG
CTM, COTAM,Commandement Du Transport Aerien Militaire Francais,LF
CML, COMMANDAIR,Commander Air Charter,C
CRM, COMMANDERMEX,Commander Mexicana,Mexico
CMS, ACCESS,Commercial Aviation,C
GAR, ,Commodore Aviation,Y
CJS, COMMONWEALTH,Commonwealth Jet Service,K
UCA, COMMUTAIR,CommutAir,K
CWK, CONTICOM,Comores Airlines,Comoros
CGR, COMPRIP,Compagnia Generale Ripreseaeree,Italy
CMM, CAMALI,Compagnie Aérienne du Mali,Mali
CPM, ,Compagnie Mauritanienne Des Transports,Mauritania
GIC, CEBEGE,Compagnie de Bauxites de Guinee,Guinea
AIF, ,Compañía Aérea de Valencia,Spain
ATF, AEROTECNICAS,Compañía Aerotécnicas Fotográficas,Spain
LCT, STELLAIR,Compañía De Actividades Y Servicios De Aviación,Spain
EJV, EJECUTIVA,Compania Ejecutiva,Mexico
HSE, HELISURESTE,Compania Helicopteros Del Sureste,Spain
MDR, AEROPLANOS,Compania Mexicana De Aeroplanos,Mexico
MXC, MEXICARGO,Compania Mexicargo,Mexico
HSS, TAS HELICOPTEROS,Compañía Transportes Aéreos Del Sur,Spain
TAV, TAVISA,Compañía de Servicios Aéreos Tavisa,Spain
CYF, COMPANY FLIGHT,Company Flight,Denmark
CPZ, COMPASS ROSE,Compass Airlines,K
CPS, COMPASS,Compass International Airways,EG
XCO, ,Compuflight Operations Service,K
XCS, ,Compuserve Incorporated,K
CRC, CONAIR-CANADA,Conair Aviation,C
COD, CONCORDAVIA,Concordavia,UK
CNR, CONAERO,Condor Aero Services,K
CIB, CONDOR BERLIN,Condor,ED
CFG, CONDOR,Condor Flugdienst,ED
COF, CONFORT,Confort Air,C
CAK, ,Congo Air,Bahamas
CGA, CONGRESSIONAL,Congressional Air,K
ROY, ,Conifair Aviation,C
BSN, BASTION,Connectair Charters,C
CAC, CONQUEST AIR,Conquest Airlines,K
CXO, CONROE AIR,Conroe Aviation Services,K
VCH, CONSORCIO HELITEC,Consorcio Helitec,Venezuela
UZA, CONSTANTA,Constanta Airline,UK
KIS, CONTACTAIR,Contactair,ED
XCL, ,Contel ASC,K
COA, CONTINENTAL,Continental Airlines,K
CMI, AIR MIKE,Continental Micronesia,K
CON, CONOCO,Continental Oil,K
VCV, CONVIASA,Conviasa,Venezuela
CKA, COOK-AIR,Cook Inlet Aviation,K
SVY, SURVEYOR,Cooper Aerial Surveys,EG
CMP, COPA,Copa Airlines,Panama
CAT, AIRCAT,Copenhagen Air Taxi,Denmark
COP, COPPER STATE,Copper State Air Service,K
AAQ, COPTERLINE,Copterline,Finland
CCW, CENTRAL CHARTER,Central Charter,LK
CAI, CORENDON,Corendon Airlines,Turkey
CND, DUTCH CORENDON,Corendon Dutch Airlines,EH
CRA, CORAL,Coronado Aerolíneas,Colombia
CPB, PENTA,Corpac Canada,C
CNC, CENCOR,Corporación Aéreo Cencor,Mexico
